
Heat Capacitance (Cp) Values T[K]	Cp[J K^-1 mol^-1] for 02,CO,H2O, and NH3
T[K]		O2			CO			H20			NH3
  600		32.283		30.597		36.392		46.622
  700		33.039		31.180		37.499		50.193
  800		33.707		31.778		38.666		53.736
  900		34.295		32.376		39.872		57.251
 1000		34.811		32.961		41.095		60.739
 1100		35.262		33.521		42.313		64.199
 1200		35.657		34.041		43.505		67.632
 1300		36.004		34.509		44.650		71.037
